,peak_id,gene_short_name
1394,chr18_10525817_10526469,NAPG
1395,chr18_10525199_10525350,NAPG
1396,chr18_10525824_10526448,NAPG
1397,chr18_10525882_10526099,NAPG
1398,chr18_10525856_10526507,NAPG
1399,chr18_10525848_10526490,NAPG
1400,chr18_10525848_10526490,NAPG
1401,chr18_10525959_10526607,NAPG
1402,chr18_10525858_10526467,NAPG
1403,chr18_10525858_10526467,NAPG
1404,chr18_10525830_10526449,NAPG
1405,chr5_10522246_10522472,LINC02213
1406,chr7_1231990_1232179,UNCX
1407,chr7_1231955_1232154,UNCX
1408,chr7_1231960_1232178,UNCX
1409,chr7_1231885_1232164,UNCX
1410,chr17_7307392_7307841,EIF5A
1411,chr17_7307392_7307841,EIF5A
1412,chr17_7307290_7307849,EIF5A
1413,chr17_7307290_7307849,EIF5A
1414,chr17_7307376_7308021,EIF5A
1415,chr17_7307326_7307791,EIF5A
1416,chr17_7307311_7307849,EIF5A
1417,chr17_7307397_7307570,EIF5A
1418,chr17_7307146_7307871,EIF5A
1419,chr17_7307146_7307871,EIF5A
1420,chr17_7307146_7307871,EIF5A
1421,chr17_7307036_7308249,EIF5A
1422,chr17_7307036_7308249,EIF5A
1423,chr17_7307144_7308026,EIF5A
1424,chr17_7307154_7308165,EIF5A
1425,chr17_7307154_7308165,EIF5A
1426,chr17_7307154_7308165,EIF5A
1427,chr17_7307154_7308165,EIF5A
1428,chr17_7307204_7307834,EIF5A
1429,chr17_7307154_7308214,EIF5A
1430,chr17_7307209_7308379,EIF5A
1431,chr17_7307209_7308379,EIF5A
1432,chr17_7307209_7308379,EIF5A
1433,chr17_7307209_7308379,EIF5A
1434,chr17_7307154_7308536,EIF5A
1435,chr17_7307154_7308536,EIF5A
1436,chr17_7307154_7308536,EIF5A
1437,chr17_7307154_7308536,EIF5A
1438,chr17_7307154_7308536,EIF5A
1439,chr21_44921846_44923441,ITGB2-AS1
1440,chr21_44921846_44923441,ITGB2-AS1
1441,chr21_44921846_44923441,ITGB2-AS1
1442,chr21_44921846_44923441,ITGB2-AS1
1443,chr21_44921846_44923441,ITGB2-AS1
1444,chr21_44921846_44923441,ITGB2-AS1
1445,chr1_23370683_23370820,ZNF436
1446,chr1_151254050_151254697,PSMD4
1447,chr1_151254101_151254907,PSMD4
1448,chr1_151254101_151254907,PSMD4
1449,chr1_151253919_151255187,PSMD4
1450,chr1_151253727_151255162,PSMD4
1451,chr1_151253727_151255162,PSMD4
1452,chr1_151253727_151255162,PSMD4
1453,chr1_151253854_151254893,PSMD4
1454,chr1_151253854_151254893,PSMD4
1455,chr1_151253854_151254893,PSMD4
1456,chr1_151253733_151254920,PSMD4
1457,chr1_151253733_151254920,PSMD4
1458,chr1_151253733_151254920,PSMD4
1459,chr1_151253733_151254920,PSMD4
1460,chr1_151253693_151254969,PSMD4
1461,chr1_151253693_151254969,PSMD4
1462,chr1_151253697_151254978,PSMD4
1463,chr1_151253697_151254978,PSMD4
1464,chr1_151253697_151254978,PSMD4
1465,chr1_151253919_151254754,PSMD4
1466,chr1_151253919_151254754,PSMD4
1467,chr1_151253919_151254754,PSMD4
1468,chr1_151253932_151255112,PSMD4
1469,chr1_151253932_151255112,PSMD4
1470,chr1_151253727_151255012,PSMD4
1471,chr1_151253727_151255012,PSMD4
1472,chr1_151254169_151254952,PSMD4
1473,chr1_151254169_151254952,PSMD4
1474,chr1_151253691_151255048,PSMD4
1475,chr1_151253691_151255048,PSMD4
1476,chr1_151253691_151255048,PSMD4
1477,chr1_151253691_151255048,PSMD4
1478,chr1_151253727_151255020,PSMD4
1479,chr1_151253727_151255020,PSMD4
1480,chr1_151253727_151255020,PSMD4
1481,chr6_40377785_40377951,TDRG1
1482,chr6_40377797_40378034,TDRG1
1483,chr4_157219433_157219590,GRIA2
1484,chr5_37371165_37371609,NUP155
1485,chr5_37371165_37371609,NUP155
1486,chr5_37371148_37371682,NUP155
1487,chr5_37371148_37371682,NUP155
1488,chr5_37370943_37371617,NUP155
1489,chr5_37370943_37371617,NUP155
1490,chr5_37370957_37371685,NUP155
1491,chr5_37371166_37371728,NUP155
1492,chr5_37371166_37371728,NUP155
1493,chr5_37371019_37371817,NUP155
1494,chr5_37371019_37371817,NUP155
1495,chr5_37370933_37371844,NUP155
1496,chr5_37370933_37371844,NUP155
1497,chr5_37370972_37371603,NUP155
1498,chr5_37370972_37371603,NUP155
1499,chr5_37371180_37371615,NUP155
1500,chr5_37371180_37371615,NUP155
1501,chr5_37370933_37371571,NUP155
1502,chr5_37370933_37371571,NUP155
1503,chr5_37370933_37371571,NUP155
1504,chr5_37370968_37371617,NUP155
1505,chr5_37370968_37371617,NUP155
1506,chr5_37370968_37371617,NUP155
1507,chr5_37371241_37371571,NUP155
1508,chr5_37371153_37371567,NUP155
1509,chr5_37371153_37371567,NUP155
1510,chr5_37370934_37371656,NUP155
1511,chr5_37370934_37371656,NUP155
1512,chr3_111732413_111732635,PHLDB2
1513,chr3_111732448_111732619,PHLDB2
1514,chr3_111732441_111732598,PHLDB2
1515,chr22_37988427_37988775,MIR4534
1516,chr22_37988584_37988789,MIR4534
1517,chr22_37988576_37988758,MIR4534
1518,chr22_37988554_37988773,MIR4534
1519,chr22_37988559_37988758,MIR4534
1520,chr22_37988549_37988723,MIR4534
1521,chr22_37988588_37988756,MIR4534
1522,chr22_37988576_37988791,MIR4534
1523,chr22_37988472_37989022,MIR4534
1524,chr22_37988656_37988861,MIR4534
1525,chr22_37988598_37988936,MIR4534
1526,chr1_43991727_43991998,CCDC24
1527,chr1_43991682_43991990,CCDC24
1528,chr2_85410350_85410530,CAPG
1529,chr19_1205475_1205780,STK11
1530,chr19_1205571_1205770,STK11
1531,chr19_1205507_1206317,STK11
1532,chr19_1205492_1205901,STK11
1533,chr19_1205512_1205984,STK11
1534,chr19_1205502_1206003,STK11
1535,chr19_1205492_1205864,STK11
1536,chr19_1205510_1205832,STK11
1537,chr19_1205529_1205775,STK11
1538,chr19_1205493_1206003,STK11
1539,chr19_1205419_1206041,STK11
1540,chr19_1205505_1205946,STK11
1541,chr19_1205506_1206283,STK11
1542,chr19_1205492_1206078,STK11
1543,chr17_79023784_79024246,C1QTNF1
1544,chr17_79023655_79024363,C1QTNF1
1545,chr17_79023655_79024363,C1QTNF1
1546,chr17_79023516_79024476,C1QTNF1
1547,chr17_79023516_79024486,C1QTNF1
1548,chr17_79023901_79024323,C1QTNF1
1549,chr17_79023705_79024413,C1QTNF1
1550,chr17_79023705_79024413,C1QTNF1
1551,chr17_79023902_79024476,C1QTNF1
1552,chr17_79023907_79024311,C1QTNF1
1553,chr17_79023901_79024300,C1QTNF1
1554,chr17_79023851_79024300,C1QTNF1
1555,chr17_79023914_79024439,C1QTNF1
1556,chr17_79023963_79024342,C1QTNF1
1557,chr17_79023963_79024342,C1QTNF1
1558,chr17_79024019_79024342,C1QTNF1
1559,chr11_63535796_63536699,PLAAT4
1560,chr11_63535653_63536798,PLAAT4
1561,chr11_63535077_63537015,PLAAT4
1562,chr11_63535077_63537015,PLAAT4
1563,chr11_63535077_63537015,PLAAT4
1564,chr11_63535077_63537015,PLAAT4
1565,chr11_63534971_63537022,PLAAT4
1566,chr11_63534971_63537022,PLAAT4
1567,chr11_63534971_63537022,PLAAT4
1568,chr11_63535863_63536079,PLAAT4
1569,chr11_63536237_63536740,PLAAT4
1570,chr11_63536237_63536740,PLAAT4
1571,chr11_63536191_63537021,PLAAT4
1572,chr11_63536191_63537021,PLAAT4
1573,chr11_63536628_63536810,PLAAT4
1574,chr11_63535724_63535977,PLAAT4
1575,chr11_63536227_63537042,PLAAT4
1576,chr11_63535129_63536091,PLAAT4
1577,chr11_63535129_63536091,PLAAT4
1578,chr11_63536114_63536740,PLAAT4
1579,chr11_63535769_63536977,PLAAT4
1580,chr11_63535769_63536977,PLAAT4
1581,chr11_63535769_63536977,PLAAT4
1582,chr11_63535782_63537096,PLAAT4
1583,chr11_63535782_63537096,PLAAT4
1584,chr11_63535782_63537096,PLAAT4
1585,chr11_63536633_63537396,PLAAT4
1586,chr11_64990505_64990838,BATF2
1587,chr11_64990590_64990836,BATF2
1588,chr18_12657230_12658533,SPIRE1
1589,chr18_12657230_12658533,SPIRE1
1590,chr18_12657007_12658620,SPIRE1
1591,chr18_12657007_12658620,SPIRE1
1592,chr18_12657007_12658620,SPIRE1
1593,chr18_12657181_12658778,SPIRE1
1594,chr18_12657184_12658748,SPIRE1
1595,chr18_12657417_12658625,SPIRE1
1596,chr18_12657417_12658625,SPIRE1
1597,chr18_12657417_12658625,SPIRE1
1598,chr18_12657345_12658376,SPIRE1
1599,chr18_12658527_12658908,SPIRE1
1600,chr18_12657184_12658619,SPIRE1
1601,chr18_12657184_12658619,SPIRE1
1602,chr18_12657184_12658619,SPIRE1
1603,chr18_12657606_12658521,SPIRE1
1604,chr18_12657606_12658521,SPIRE1
1605,chr18_12657189_12658569,SPIRE1
1606,chr18_12657130_12658205,SPIRE1
1607,chr18_12657130_12658205,SPIRE1
1608,chr18_12657171_12658581,SPIRE1
1609,chr18_12657171_12658581,SPIRE1
1610,chr18_12657171_12658581,SPIRE1
1611,chr18_12657218_12658205,SPIRE1
1612,chr18_12657218_12658205,SPIRE1
1613,chr18_12657179_12658538,SPIRE1
1614,chr18_12657179_12658538,SPIRE1
1615,chr18_12657179_12658538,SPIRE1
1616,chr18_12657179_12658538,SPIRE1
1617,chr18_12657059_12658370,SPIRE1
1618,chr18_12657059_12658370,SPIRE1
1619,chr18_12657059_12658370,SPIRE1
1620,chr18_12657059_12658370,SPIRE1
1621,chr19_1490300_1491102,PCSK4
1622,chr19_1490357_1491132,PCSK4
1623,chr19_1490357_1491132,PCSK4
1624,chr19_1490311_1491169,PCSK4
1625,chr19_1490311_1491169,PCSK4
1626,chr19_1490311_1491169,PCSK4
1627,chr19_1490299_1491221,PCSK4
1628,chr19_1490299_1491221,PCSK4
1629,chr19_1490400_1491168,PCSK4
1630,chr19_1490400_1491168,PCSK4
1631,chr19_1490376_1491278,PCSK4
1632,chr19_1490376_1491278,PCSK4
1633,chr19_1490376_1491278,PCSK4
1634,chr19_1490392_1491268,PCSK4
1635,chr19_1490392_1491268,PCSK4
1636,chr19_1490392_1491268,PCSK4
1637,chr19_1490341_1491221,PCSK4
1638,chr19_1490341_1491221,PCSK4
1639,chr19_1490341_1491221,PCSK4
1640,chr19_1490613_1491132,PCSK4
1641,chr19_1490613_1491132,PCSK4
1642,chr19_1490481_1491234,PCSK4
1643,chr19_1490481_1491234,PCSK4
1644,chr19_1490481_1491234,PCSK4
1645,chr19_1490346_1491189,PCSK4
1646,chr19_1490346_1491189,PCSK4
1647,chr19_1490346_1491189,PCSK4
1648,chr19_1490387_1491152,PCSK4
1649,chr19_1490387_1491152,PCSK4
1650,chr19_1490387_1491152,PCSK4
1651,chr19_1490301_1491267,PCSK4
1652,chr19_1490301_1491267,PCSK4
1653,chr19_1490301_1491267,PCSK4
1654,chr19_1490306_1491221,PCSK4
1655,chr19_1490306_1491221,PCSK4
1656,chr5_10249563_10250834,ATPSCKMT
1657,chr5_10249563_10250834,ATPSCKMT
1658,chr5_10249557_10250911,ATPSCKMT
1659,chr5_10249557_10250911,ATPSCKMT
1660,chr5_10249479_10250933,ATPSCKMT
1661,chr5_10249479_10250933,ATPSCKMT
1662,chr5_10249479_10250933,ATPSCKMT
1663,chr5_10249571_10250940,ATPSCKMT
1664,chr5_10249571_10250940,ATPSCKMT
1665,chr5_10249564_10250842,ATPSCKMT
1666,chr5_10249564_10250842,ATPSCKMT
1667,chr5_10249563_10249976,ATPSCKMT
1668,chr5_10249502_10249973,ATPSCKMT
1669,chr5_10249492_10249976,ATPSCKMT
1670,chr5_10249629_10249956,ATPSCKMT
1671,chr5_10249518_10250895,ATPSCKMT
1672,chr5_10249518_10250895,ATPSCKMT
1673,chr5_10249523_10250854,ATPSCKMT
1674,chr5_10249523_10250854,ATPSCKMT
1675,chr5_10249523_10250854,ATPSCKMT
1676,chr5_10249636_10249818,ATPSCKMT
1677,chr5_10249608_10249960,ATPSCKMT
1678,chr5_10249410_10249970,ATPSCKMT
1679,chr2_233718858_233719176,UGT1A4
1680,chr4_69215375_69216039,UGT2B11
1681,chr4_69215465_69216076,UGT2B11
1682,chr4_69215269_69216047,UGT2B11
1683,chr4_69215393_69216057,UGT2B11
1684,chr4_69215510_69216059,UGT2B11
1685,chr4_69215646_69216150,UGT2B11
1686,chr4_69215655_69216015,UGT2B11
1687,chr4_69215577_69216047,UGT2B11
1688,chr4_69215551_69216067,UGT2B11
1689,chr4_69215661_69216087,UGT2B11
1690,chr4_69215380_69216184,UGT2B11
1691,chr4_69215524_69216057,UGT2B11
1692,chr4_69215524_69216057,UGT2B11
1693,chr4_69215396_69216059,UGT2B11
1694,chr4_69215418_69215973,UGT2B11
1695,chr9_136747028_136747542,MIR6722
1696,chr9_136746979_136747439,MIR6722
1697,chr9_136746979_136747439,MIR6722
1698,chr9_136746979_136747619,MIR6722
1699,chr9_136746979_136747619,MIR6722
1700,chr9_136746979_136747521,MIR6722
1701,chr9_136747135_136747499,MIR6722
1702,chr9_136746974_136747538,MIR6722
1703,chr7_127585715_127585874,GCC1
1704,chr11_94493481_94493728,MRE11
1705,chr1_203764612_203765027,LAX1
1706,chr1_203764614_203765100,LAX1
1707,chr1_203764614_203765100,LAX1
1708,chr1_203764514_203765173,LAX1
1709,chr1_203764532_203765260,LAX1
1710,chr1_203764532_203765260,LAX1
1711,chr1_203764512_203765130,LAX1
1712,chr1_203764512_203765130,LAX1
1713,chr1_203764516_203765135,LAX1
1714,chr1_203764500_203764979,LAX1
1715,chr1_203764510_203765139,LAX1
1716,chr1_203764588_203765060,LAX1
1717,chr1_203764497_203765047,LAX1
1718,chr1_203764442_203765165,LAX1
1719,chr1_203764595_203765020,LAX1
1720,chr1_203764389_203765121,LAX1
1721,chr1_203764456_203765165,LAX1
1722,chr17_43389298_43389656,LINC00910
1723,chr17_43389290_43389682,LINC00910
1724,chr17_43389497_43389646,LINC00910
1725,chr17_43389481_43389690,LINC00910
1726,chr17_43389438_43389695,LINC00910
1727,chr17_43389469_43389690,LINC00910
1728,chr17_43389433_43389689,LINC00910
1729,chr17_43389440_43389671,LINC00910
1730,chr17_43389237_43389690,LINC00910
1731,chr17_43389474_43389727,LINC00910
1732,chr17_43389440_43389714,LINC00910
1733,chr17_43389464_43389599,LINC00910
1734,chr9_132945377_132945834,MIR548AW
1735,chr9_132945494_132945849,MIR548AW
1736,chr9_132945613_132945884,MIR548AW
1737,chr11_27720592_27721392,BDNF
1738,chr11_27720594_27720750,BDNF
1739,chr11_27720570_27720765,BDNF
1740,chr11_27720592_27720763,BDNF
1741,chr11_27720534_27720730,BDNF
1742,chr11_27720568_27720718,BDNF
1743,chr11_27720542_27720804,BDNF
1744,chr2_174024567_174024758,LINC01960
1745,chr2_174024441_174024758,LINC01960
1746,chr2_174024552_174024908,LINC01960
1747,chr2_174024408_174024996,LINC01960
1748,chr2_174024364_174025047,LINC01960
1749,chr2_174024364_174025047,LINC01960
1750,chr2_174024522_174025029,LINC01960
1751,chr2_174024518_174025040,LINC01960
1752,chr2_174024386_174025069,LINC01960
1753,chr2_174024439_174025029,LINC01960
1754,chr2_174024312_174024665,LINC01960
1755,chr2_174024514_174025019,LINC01960
1756,chr2_174024572_174025060,LINC01960
1757,chr9_128419985_128420124,CERCAM
1758,chr6_75244766_75244908,COX7A2
1759,chr6_75244722_75244896,COX7A2
1760,chr7_77799008_77799146,PHTF2
1761,chr3_127192179_127192358,C3orf56
1762,chr22_43399861_43400202,LINC01639
1763,chr22_43399814_43399942,LINC01639
1764,chr22_43399775_43399947,LINC01639
1765,chr22_43399814_43400176,LINC01639
1766,chr1_38475056_38475240,LINC01685
1767,chr1_38474921_38475300,LINC01685
1768,chr1_38474921_38475300,LINC01685
1769,chr1_38475145_38475287,LINC01685
1770,chr2_176121812_176121989,HOXD9
1771,chr3_107429878_107430033,LINC01990
1772,chr17_8338956_8339781,ODF4
1773,chr17_8338956_8339781,ODF4
1774,chr17_8338984_8339916,ODF4
1775,chr17_8338861_8339948,ODF4
1776,chr17_8338827_8339958,ODF4
1777,chr17_8338937_8339954,ODF4
1778,chr17_8338937_8339954,ODF4
1779,chr17_8338973_8339712,ODF4
1780,chr17_8338973_8339712,ODF4
1781,chr17_8338973_8339712,ODF4
1782,chr17_8338960_8339890,ODF4
1783,chr17_8338960_8339890,ODF4
1784,chr17_8338960_8339890,ODF4
1785,chr17_8338948_8339831,ODF4
1786,chr17_8338948_8339831,ODF4
1787,chr17_8338958_8339948,ODF4
1788,chr17_8338958_8339948,ODF4
1789,chr17_8338958_8339948,ODF4
1790,chr17_8338979_8339746,ODF4
1791,chr17_8338979_8339746,ODF4
1792,chr17_8338979_8339746,ODF4
1793,chr17_8338971_8339924,ODF4
1794,chr17_8338971_8339924,ODF4
1795,chr17_8338971_8339924,ODF4
1796,chr17_8338977_8339918,ODF4
1797,chr17_8338977_8339918,ODF4
1798,chr17_8338890_8339803,ODF4
1799,chr17_8338880_8339948,ODF4
1800,chr6_130216884_130217074,SAMD3
1801,chr11_67118766_67118902,KDM2A
1802,chr11_122982227_122982390,BSX
1803,chr11_122982240_122982390,BSX
1804,chr5_442853_443743,EXOC3
1805,chr5_442698_443701,EXOC3
1806,chr5_443014_443438,EXOC3
1807,chr5_442945_443488,EXOC3
1808,chr5_443034_443404,EXOC3
1809,chr5_443031_443324,EXOC3
1810,chr5_442892_443429,EXOC3
1811,chr5_442892_443429,EXOC3
1812,chr5_442889_443446,EXOC3
1813,chr5_442562_443509,EXOC3
1814,chr19_3093995_3094553,GNA11
1815,chr19_3094005_3094618,GNA11
1816,chr19_3094005_3094525,GNA11
1817,chr19_3094005_3094525,GNA11
1818,chr19_3094018_3094407,GNA11
1819,chr19_3094018_3094407,GNA11
1820,chr19_3093997_3094525,GNA11
1821,chr19_3093997_3094525,GNA11
1822,chr19_3093957_3094458,GNA11
1823,chr19_3093957_3094458,GNA11
1824,chr19_3094047_3094370,GNA11
1825,chr19_3094047_3094865,GNA11
1826,chr19_3094047_3094865,GNA11
1827,chr19_3093997_3094515,GNA11
1828,chr19_3093997_3094515,GNA11
1829,chr19_3093965_3094427,GNA11
1830,chr19_3093971_3094805,GNA11
1831,chr19_3093971_3094805,GNA11
1832,chr19_3093995_3094831,GNA11
1833,chr19_3093995_3094831,GNA11
1834,chr1_203086874_203087191,MYOG
1835,chr1_203086987_203087182,MYOG
1836,chr11_57597904_57598128,SERPING1
1837,chr11_57598007_57598146,SERPING1
1838,chr21_45426032_45426387,COL18A1-AS1
1839,chr9_91075666_91075845,LOC100129316
1840,chr9_91075606_91075845,LOC100129316
1841,chr9_91075645_91075871,LOC100129316
1842,chr9_91075666_91075813,LOC100129316
1843,chr9_91075628_91075916,LOC100129316
1844,chrX_71492885_71493175,TAF1
1845,chrX_71492863_71493124,TAF1
1846,chrX_71492853_71493061,TAF1
1847,chrX_71492863_71493093,TAF1
1848,chrX_71492870_71493060,TAF1
1849,chr2_950273_950421,SNTG2
1850,chr5_61162800_61163092,SMIM15
1851,chr5_61162718_61163051,SMIM15
1852,chr5_61162650_61163100,SMIM15
1853,chr5_61162650_61163100,SMIM15
1854,chr5_61162650_61163123,SMIM15
1855,chr5_61162846_61163090,SMIM15
1856,chr5_61162650_61163088,SMIM15
1857,chr16_67184715_67185187,KIAA0895L
1858,chr16_67184642_67185159,KIAA0895L
1859,chr16_67184139_67185250,KIAA0895L
1860,chr16_67184139_67185250,KIAA0895L
1861,chr16_67184526_67185267,KIAA0895L
1862,chr16_67184298_67184651,KIAA0895L
1863,chr16_67184866_67185131,KIAA0895L
1864,chr16_67184288_67184643,KIAA0895L
1865,chr16_67184265_67184643,KIAA0895L
1866,chr16_67184265_67184643,KIAA0895L
1867,chr16_67184844_67185216,KIAA0895L
1868,chr16_67184844_67185230,KIAA0895L
1869,chr16_67184838_67184989,KIAA0895L
1870,chr16_67184165_67185177,KIAA0895L
1871,chr16_67184270_67185240,KIAA0895L
1872,chr16_67184270_67185240,KIAA0895L
1873,chr16_67184270_67185240,KIAA0895L
1874,chr2_33600279_33600430,FAM98A
1875,chr2_33600224_33600442,FAM98A
1876,chr2_3605558_3606341,COLEC11
1877,chr2_3605672_3606346,COLEC11
1878,chr2_3605558_3606328,COLEC11
1879,chr2_3605602_3606360,COLEC11
1880,chr2_3605671_3606334,COLEC11
1881,chr2_3605617_3606346,COLEC11
1882,chr2_3605617_3606346,COLEC11
1883,chr2_3605622_3606358,COLEC11
1884,chr2_3605617_3606342,COLEC11
1885,chr2_3605622_3606188,COLEC11
1886,chr2_3605449_3606346,COLEC11
1887,chr2_3605449_3606346,COLEC11
1888,chr2_3605449_3606346,COLEC11
1889,chr2_3605602_3606478,COLEC11
1890,chr2_3605617_3606524,COLEC11
1891,chr2_3605698_3606343,COLEC11
1892,chr2_3605617_3606465,COLEC11
1893,chr17_1650397_1650767,RILP
1894,chr17_1650361_1650850,RILP
1895,chr17_1650361_1650850,RILP
1896,chr17_1650359_1650893,RILP
1897,chr17_1650355_1650850,RILP
1898,chr17_1650406_1650729,RILP
1899,chr17_1650383_1650589,RILP
1900,chr17_1650243_1650649,RILP
1901,chr17_1650468_1650641,RILP
1902,chr2_113626923_113627410,RABL2A
1903,chr2_113626896_113627395,RABL2A
1904,chr2_113627243_113627390,RABL2A
1905,chr2_113627218_113627400,RABL2A
1906,chr2_113627222_113627390,RABL2A
1907,chr2_113627060_113627396,RABL2A
1908,chr2_113627241_113627407,RABL2A
1909,chr18_54357973_54358145,C18orf54
1910,chr20_36153254_36153880,EPB41L1
1911,chr20_36153226_36153753,EPB41L1
1912,chr20_36154813_36154973,EPB41L1
1913,chr20_36153356_36153757,EPB41L1
1914,chr20_36153356_36153757,EPB41L1
1915,chr20_36154788_36154983,EPB41L1
1916,chr20_36154782_36154977,EPB41L1
1917,chr20_36154788_36154953,EPB41L1
1918,chr20_36153368_36153750,EPB41L1
1919,chr20_36154788_36154967,EPB41L1
1920,chr8_86230105_86230291,SLC7A13
1921,chr14_65103496_65103666,MAX
1922,chr14_65103531_65103673,MAX
1923,chr19_18920352_18920674,DDX49
1924,chr19_18920149_18920400,DDX49
1925,chr19_18920236_18920463,DDX49
1926,chr1_3796694_3796892,LRRC47
1927,chr4_82430038_82430688,ENOPH1
1928,chr4_82430038_82430688,ENOPH1
1929,chr4_82430319_82430508,ENOPH1
1930,chr3_102433986_102434453,ZPLD1
1931,chr3_102433921_102434459,ZPLD1
1932,chr3_102433943_102434122,ZPLD1
1933,chr3_102434310_102434464,ZPLD1
1934,chr3_102433931_102434430,ZPLD1
1935,chr3_102433931_102434430,ZPLD1
1936,chr3_102433951_102434459,ZPLD1
1937,chr3_102433951_102434459,ZPLD1
1938,chr5_176899927_176900241,HK3
1939,chr5_176899921_176900709,HK3
1940,chr5_176899775_176900737,HK3
1941,chr5_176900161_176900622,HK3
1942,chr5_176899888_176900632,HK3
1943,chr5_176899940_176900758,HK3
1944,chr5_176899966_176900466,HK3
1945,chr5_176899959_176900736,HK3
1946,chr5_176899959_176900736,HK3
1947,chr21_34525987_34526118,RCAN1
1948,chr10_628011_628148,LOC101930421
1949,chr1_39025147_39025410,NDUFS5
1950,chr17_62705239_62705465,LOC105371855
1951,chr17_62705173_62705449,LOC105371855
1952,chr17_62705188_62705425,LOC105371855
1953,chr19_11924654_11925280,ZNF700
1954,chr19_11924749_11925418,ZNF700
1955,chr19_11924758_11925258,ZNF700
1956,chr19_11924753_11925359,ZNF700
1957,chr19_11924708_11925503,ZNF700
1958,chr19_11924865_11925282,ZNF700
1959,chr19_11924903_11925422,ZNF700
1960,chr19_11924880_11925689,ZNF700
1961,chr19_11924672_11925514,ZNF700
1962,chr19_11924880_11925314,ZNF700
1963,chr19_11924897_11925111,ZNF700
1964,chr19_11924724_11925306,ZNF700
1965,chr19_4123932_4124285,MAP2K2
1966,chr19_4123901_4124540,MAP2K2
1967,chr19_4123901_4124378,MAP2K2
1968,chr19_4124062_4124406,MAP2K2
1969,chr19_4123874_4124323,MAP2K2
1970,chr19_4123819_4124377,MAP2K2
1971,chr19_4123819_4124377,MAP2K2
1972,chr19_4124118_4124377,MAP2K2
1973,chr19_4123901_4124351,MAP2K2
1974,chr19_4123826_4124359,MAP2K2
1975,chr19_4123826_4124359,MAP2K2
1976,chr19_4123916_4124443,MAP2K2
1977,chr19_4124023_4124252,MAP2K2
1978,chr19_4123913_4124337,MAP2K2
1979,chr19_4123753_4124487,MAP2K2
1980,chr9_123115816_123116131,MIR600HG
1981,chr10_97849430_97850205,LINC00866
1982,chr10_97849480_97850351,LINC00866
1983,chr10_97849490_97850190,LINC00866
1984,chr10_97849419_97850216,LINC00866
1985,chr10_97849419_97850216,LINC00866
1986,chr10_97849459_97850205,LINC00866
1987,chr10_97849475_97850170,LINC00866
1988,chr10_97849475_97850170,LINC00866
1989,chr10_97849425_97850104,LINC00866
1990,chr10_97849425_97850104,LINC00866
1991,chr10_97849426_97850111,LINC00866
1992,chr10_97849426_97850111,LINC00866
1993,chr10_97849462_97850059,LINC00866
1994,chr10_97849424_97850091,LINC00866
1995,chr10_97849424_97850091,LINC00866
1996,chr10_97849423_97850089,LINC00866
1997,chr10_97849423_97850089,LINC00866
1998,chr10_97849573_97850079,LINC00866
1999,chr10_97849537_97850089,LINC00866
2000,chr10_97849537_97850089,LINC00866
2001,chr11_7939617_7939902,OR10A3
2002,chr11_7939851_7939996,OR10A3
2003,chr6_42194552_42194893,GUCA1B
2004,chr6_42194156_42194879,GUCA1B
2005,chr6_42194156_42194879,GUCA1B
2006,chr6_42194201_42194922,GUCA1B
2007,chr6_42194490_42194935,GUCA1B
2008,chr6_42194403_42194914,GUCA1B
2009,chr6_42194448_42194940,GUCA1B
2010,chr6_42194533_42194935,GUCA1B
2011,chr6_42194524_42194920,GUCA1B
2012,chr6_42194591_42194935,GUCA1B
2013,chr6_42194678_42195543,GUCA1B
2014,chr6_42194678_42195543,GUCA1B
2015,chr6_42194696_42194859,GUCA1B
2016,chr5_71128565_71129088,NAIP
2017,chr5_71128519_71128864,NAIP
2018,chr17_2591936_2592666,PAFAH1B1
2019,chr17_2591936_2592666,PAFAH1B1
2020,chr7_94656135_94656984,PEG10
2021,chr7_94656135_94656984,PEG10
2022,chr7_94656104_94656331,PEG10
2023,chr7_94656464_94656920,PEG10
2024,chrX_20136663_20136846,SCARNA9L
2025,chrX_20136490_20136671,SCARNA9L
2026,chrX_20136381_20136771,SCARNA9L
2027,chrX_20136266_20136828,SCARNA9L
2028,chrX_20136266_20136828,SCARNA9L
2029,chrX_20136658_20136841,SCARNA9L
2030,chr8_143553376_143553661,GSDMD
2031,chr17_43483709_43484156,DHX8
2032,chr17_43483992_43484172,DHX8
2033,chr17_43483948_43484212,DHX8
2034,chr17_43483004_43483227,DHX8
2035,chr6_75601209_75601513,SENP6
2036,chr19_11529694_11530083,ECSIT
2037,chr19_11529215_11530135,ECSIT
2038,chr19_11529215_11530135,ECSIT
2039,chr19_11529247_11530118,ECSIT
2040,chr17_2414836_2415566,LOC284009
2041,chr17_2414854_2415453,LOC284009
2042,chr17_2414839_2415518,LOC284009
2043,chr17_2414803_2415588,LOC284009
2044,chr17_2414881_2415577,LOC284009
2045,chr17_2414852_2415344,LOC284009
2046,chr17_2414852_2415344,LOC284009
2047,chr17_2414844_2415525,LOC284009
2048,chr17_2414844_2415525,LOC284009
2049,chr17_2414844_2415530,LOC284009
2050,chr17_2414844_2415530,LOC284009
2051,chr17_2414804_2415558,LOC284009
2052,chr17_2414804_2415558,LOC284009
2053,chr17_2414920_2415420,LOC284009
2054,chr12_49389236_49389446,LOC100335030
